listing_id,date,available,price
5310969,2025-09-29,f,"ZAR 18,627.62"
5310969,2025-10-06,f,"ZAR 17,323.18"
5310969,2025-10-13,t,"ZAR 17,873.87"
5310969,2025-10-20,f,"ZAR 18,567.23"
5310969,2025-10-27,f,"ZAR 18,478.34"
5310969,2025-11-03,f,"ZAR 17,770.00"
5310969,2025-11-10,f,"ZAR 17,517.27"
5310969,2025-11-17,t,"ZAR 18,338.94"
5310969,2025-11-24,f,"ZAR 17,777.39"
5310969,2025-12-01,f,"ZAR 19,309.40"
5310969,2025-12-08,t,"ZAR 19,911.52"
5310969,2025-12-15,f,"ZAR 20,305.88"
5310969,2025-12-22,f,"ZAR 20,287.69"
5310969,2025-12-29,f,"ZAR 19,659.10"
5310969,2026-01-05,f,"ZAR 18,816.26"
5310969,2026-01-12,f,"ZAR 17,917.08"
5310969,2026-01-19,f,"ZAR 17,585.38"
5310969,2026-01-26,t,"ZAR 18,486.81"
5310969,2026-02-02,t,"ZAR 18,474.23"
5310969,2026-02-09,f,"ZAR 17,109.77"
5310969,2026-02-16,t,"ZAR 18,538.62"
5310969,2026-02-23,f,"ZAR 18,236.87"
5310969,2026-03-02,f,"ZAR 18,635.35"
5310969,2026-03-09,t,"ZAR 18,140.69"
5310969,2026-03-16,f,"ZAR 17,447.22"
5310969,2026-03-23,f,"ZAR 17,120.58"
5310969,2026-03-30,f,"ZAR 17,130.01"
5310969,2026-04-06,f,"ZAR 17,441.07"
5310969,2026-04-13,f,"ZAR 18,069.24"
5310969,2026-04-20,t,"ZAR 18,856.73"
5310969,2026-04-27,t,"ZAR 18,396.50"
5310969,2026-05-04,f,"ZAR 18,128.08"
5310969,2026-05-11,f,"ZAR 17,893.42"
5310969,2026-05-18,f,"ZAR 17,414.21"
5310969,2026-05-25,f,"ZAR 17,184.20"
5310969,2026-06-01,f,"ZAR 19,446.84"
5310969,2026-06-08,f,"ZAR 20,612.02"
5310969,2026-06-15,f,"ZAR 20,528.16"
5310969,2026-06-22,f,"ZAR 20,286.38"
5310969,2026-06-29,f,"ZAR 19,272.99"
5310969,2026-07-06,f,"ZAR 20,434.49"
5310969,2026-07-13,f,"ZAR 20,694.31"
5310969,2026-07-20,f,"ZAR 19,590.94"
5310969,2026-07-27,f,"ZAR 20,417.62"
5310969,2026-08-03,f,"ZAR 19,069.77"
5310969,2026-08-10,f,"ZAR 20,364.82"
5310969,2026-08-17,f,"ZAR 20,556.21"
5310969,2026-08-24,f,"ZAR 20,686.99"
5310969,2026-08-31,f,"ZAR 18,903.03"
5310969,2026-09-07,f,"ZAR 18,725.87"
5310969,2026-09-14,f,"ZAR 17,905.80"
5310969,2026-09-21,f,"ZAR 18,373.85"
5310969,2026-09-28,f,"ZAR 18,094.17"
218269,2025-09-29,f,ZAR 769.15
218269,2025-10-06,f,ZAR 715.27
218269,2025-10-13,t,ZAR 767.25
218269,2025-10-20,f,ZAR 746.06
218269,2025-10-27,f,ZAR 730.25
218269,2025-11-03,f,ZAR 713.37
218269,2025-11-10,f,ZAR 732.53
218269,2025-11-17,t,ZAR 758.18
218269,2025-11-24,f,ZAR 737.52
218269,2025-12-01,f,ZAR 787.68
218269,2025-12-08,f,ZAR 816.34
218269,2025-12-15,f,ZAR 827.64
218269,2025-12-22,t,ZAR 781.94
218269,2025-12-29,f,ZAR 803.23
