listing_id,date,available,price
10529347,2025-10-06,f,"JPY 12,421.56"
10529347,2025-10-13,f,"JPY 12,813.28"
10529347,2025-10-20,f,"JPY 13,125.24"
10529347,2025-10-27,f,"JPY 13,294.80"
10529347,2025-11-03,t,"JPY 12,581.01"
10529347,2025-11-10,f,"JPY 13,400.99"
10529347,2025-11-17,f,"JPY 12,858.02"
10529347,2025-11-24,f,"JPY 12,595.66"
10529347,2025-12-01,t,"JPY 14,458.01"
10529347,2025-12-08,f,"JPY 14,735.07"
10529347,2025-12-15,f,"JPY 14,553.39"
10529347,2025-12-22,t,"JPY 14,773.54"
10529347,2025-12-29,f,"JPY 13,959.24"
10529347,2026-01-05,t,"JPY 12,991.18"
10529347,2026-01-12,t,"JPY 12,836.45"
10529347,2026-01-19,f,"JPY 12,552.10"
10529347,2026-01-26,f,"JPY 13,636.64"
10529347,2026-02-02,f,"JPY 12,457.10"
10529347,2026-02-09,f,"JPY 12,542.04"
10529347,2026-02-16,f,"JPY 13,212.76"
10529347,2026-02-23,f,"JPY 12,978.21"
10529347,2026-03-02,t,"JPY 12,928.73"
10529347,2026-03-09,t,"JPY 13,611.42"
10529347,2026-03-16,t,"JPY 12,466.75"
10529347,2026-03-23,t,"JPY 13,375.35"
10529347,2026-03-30,t,"JPY 12,978.02"
10529347,2026-04-06,t,"JPY 13,162.91"
10529347,2026-04-13,f,"JPY 12,654.63"
10529347,2026-04-20,f,"JPY 12,925.14"
10529347,2026-04-27,f,"JPY 13,643.26"
10529347,2026-05-04,f,"JPY 12,398.81"
10529347,2026-05-11,f,"JPY 12,606.67"
10529347,2026-05-18,f,"JPY 13,377.13"
10529347,2026-05-25,f,"JPY 12,682.15"
10529347,2026-06-01,f,"JPY 14,193.21"
10529347,2026-06-08,f,"JPY 14,262.14"
10529347,2026-06-15,f,"JPY 13,824.70"
10529347,2026-06-22,f,"JPY 14,613.93"
10529347,2026-06-29,f,"JPY 14,830.63"
10529347,2026-07-06,f,"JPY 13,981.36"
10529347,2026-07-13,f,"JPY 14,013.18"
10529347,2026-07-20,f,"JPY 14,503.13"
10529347,2026-07-27,f,"JPY 14,219.87"
10529347,2026-08-03,f,"JPY 14,556.28"
10529347,2026-08-10,f,"JPY 14,105.00"
10529347,2026-08-17,f,"JPY 14,291.76"
10529347,2026-08-24,f,"JPY 14,408.61"
10529347,2026-08-31,f,"JPY 14,726.37"
10529347,2026-09-07,f,"JPY 13,335.13"
10529347,2026-09-14,f,"JPY 13,218.44"
10529347,2026-09-21,f,"JPY 13,033.63"
10529347,2026-09-28,f,"JPY 12,350.21"
11640593,2025-09-29,t,"JPY 12,570.62"
11640593,2025-10-06,t,"JPY 12,844.44"
11640593,2025-10-13,t,"JPY 12,631.40"
11640593,2025-10-20,t,"JPY 12,578.04"
11640593,2025-10-27,t,"JPY 12,241.51"
11640593,2025-11-03,t,"JPY 13,216.21"
11640593,2025-11-10,t,"JPY 12,802.38"
11640593,2025-11-17,t,"JPY 12,243.15"
11640593,2025-11-24,t,"JPY 12,628.25"
11640593,2025-12-01,t,"JPY 14,102.34"
11640593,2025-12-08,t,"JPY 14,059.33"
11640593,2025-12-15,t,"JPY 13,730.72"
11640593,2025-12-22,t,"JPY 14,548.73"
11640593,2025-12-29,t,"JPY 13,667.83"
11640593,2026-01-05,t,"JPY 13,189.48"
11640593,2026-01-12,t,"JPY 13,041.17"
11640593,2026-01-19,t,"JPY 12,228.36"
11640593,2026-01-26,t,"JPY 13,270.34"
11640593,2026-02-02,t,"JPY 12,474.18"
11640593,2026-02-09,t,"JPY 12,791.61"
11640593,2026-02-16,t,"JPY 13,022.12"
11640593,2026-02-23,t,"JPY 13,060.40"
11640593,2026-03-02,t,"JPY 12,274.66"
11640593,2026-03-09,t,"JPY 12,780.98"
11640593,2026-03-16,t,"JPY 12,353.22"
11640593,2026-03-23,t,"JPY 12,171.32"
11640593,2026-03-30,t,"JPY 13,018.57"
11640593,2026-04-06,t,"JPY 12,779.10"
11640593,2026-04-13,t,"JPY 12,407.95"
11640593,2026-04-20,t,"JPY 12,273.70"
11640593,2026-04-27,t,"JPY 12,709.28"
11640593,2026-05-04,t,"JPY 12,494.70"
11640593,2026-05-11,t,"JPY 12,747.32"
11640593,2026-05-18,t,"JPY 13,319.13"
11640593,2026-05-25,t,"JPY 13,241.75"
11640593,2026-06-01,t,"JPY 14,635.40"
11640593,2026-06-08,t,"JPY 13,504.15"
11640593,2026-06-15,t,"JPY 14,111.36"
11640593,2026-06-22,t,"JPY 13,605.86"
11640593,2026-06-29,f,"JPY 14,186.71"
11640593,2026-07-06,f,"JPY 13,685.69"
11640593,2026-07-13,f,"JPY 13,608.38"
11640593,2026-07-20,f,"JPY 13,963.92"
11640593,2026-07-27,f,"JPY 13,831.51"
11640593,2026-08-03,f,"JPY 14,000.50"
11640593,2026-08-10,f,"JPY 14,473.50"
11640593,2026-08-17,f,"JPY 14,522.39"
11640593,2026-08-24,f,"JPY 14,548.61"
11640593,2026-08-31,f,"JPY 13,581.88"
11640593,2026-09-07,f,"JPY 13,010.43"
11640593,2026-09-14,f,"JPY 12,184.30"
